CUSTOMERID,GENDER,SENIORCITIZEN,PARTNER,DEPENDENTS,TENURE,PHONESERVICE,MULTIPLELINES,INTERNETSERVICE,ONLINESECURITY,ONLINEBACKUP,DEVICEPROTECTION,TECHSUPPORT,STREAMINGTV,STREAMINGMOVIES,CONTRACT,PAPERLESSBILLING,PAYMENTMETHOD,MONTHLYCHARGES,TOTALCHARGES,CHURN
3724,1,-0.440327089412664,True,False,1.6125732136881425,True,2,0,2,2,2,2,2,2,2,True,1,0.8460288442770204,1.802757966025724,False
6188,0,-0.440327089412664,False,True,-0.6283446565089229,True,0,0,0,0,0,0,2,2,0,True,3,-0.0032644838155611237,-0.5251015154562937,True
2694,0,2.271039016322759,True,False,1.5718292524118322,True,2,1,2,2,2,2,0,0,2,True,1,1.0487955488314133,1.9781299834030968,False
3472,1,2.271039016322759,True,False,-1.2395040756535771,True,0,1,0,0,2,0,2,2,0,True,1,1.0205411719672768,-0.9272218305219706,False
4834,0,-0.440327089412664,True,True,-0.22090504374582004,True,0,0,2,2,2,2,0,0,1,False,3,0.044934159070319335,-0.18037968960016687,False
5184,1,-0.440327089412664,False,False,-1.2802480369298874,True,0,2,1,1,1,1,1,1,0,False,0,-1.4824642137615447,-0.9984515467624158,False
2378,1,2.271039016322759,False,False,-1.2802480369298874,True,0,0,0,0,0,0,0,0,0,False,0,-0.6497911073537496,-0.9873998007616529,False
4413,0,-0.440327089412664,True,True,1.6125732136881425,True,2,1,2,2,0,2,2,0,2,False,0,1.1667991227933967,2.1919956071104716,False
4282,1,-0.440327089412664,False,False,-1.1172721918246462,True,0,1,0,0,0,0,0,0,0,True,2,0.1629377330323022,-0.8675512258671538,True
4646,0,-0.440327089412664,False,False,0.5532302205040753,True,0,1,0,0,2,0,0,0,0,True,1,0.3324639942171226,0.5581019488579861,False
3819,1,-0.440327089412664,False,False,0.06430268518835193,True,2,1,0,2,2,0,2,2,0,True,2,1.3811999825271402,0.5585210769498313,True
5792,0,-0.440327089412664,False,False,-0.8728084241667845,True,2,1,0,0,2,0,2,2,0,True,0,1.0986562138857725,-0.5196749096355598,True
6252,1,-0.440327089412664,True,True,-0.9135523854430948,True,0,0,0,2,0,0,0,0,1,False,3,-0.5068572008645872,-0.7974906564092247,False
6660,0,-0.440327089412664,True,True,1.5310852911355222,True,2,0,2,2,0,0,2,0,2,True,1,0.14631751134751586,1.142256212024051,False
6945,0,-0.440327089412664,True,True,-0.6283446565089229,True,0,2,1,1,1,1,1,1,1,False,3,-1.4641819699082799,-0.8228368762792375,False
3259,0,-0.440327089412664,False,False,1.24587756220135,True,2,0,2,2,2,2,2,0,2,True,1,0.5003282332334644,1.1374472686544572,False
2855,0,-0.440327089412664,True,False,-0.791320501614164,True,2,0,2,2,0,2,2,0,0,True,2,0.3790006149345245,-0.5743600959347432,False
2593,0,-0.440327089412664,False,False,0.6754621043330061,True,2,1,0,0,0,0,0,2,0,True,2,0.6548962949019775,0.7162235363499369,False
4202,1,-0.440327089412664,False,False,-1.2395040756535771,True,0,0,0,2,0,0,0,0,0,False,3,-0.5168293338754589,-0.9645683494427119,False
5499,0,-0.440327089412664,False,False,-1.2395040756535771,True,0,1,0,0,0,0,2,0,0,True,2,0.526920587929123,-0.9437663604632323,True
5417,1,-0.440327089412664,False,False,0.797693988161937,True,2,0,2,0,0,2,2,2,2,True,1,0.4970041888965074,0.8534769567426433,False
2043,0,-0.440327089412664,True,True,1.4903413298592119,True,2,0,2,0,2,2,0,0,2,True,1,-0.021546727668825993,0.8694920617257846,False
5675,0,2.271039016322759,False,False,0.4309983366751445,True,2,1,0,2,0,0,2,0,0,True,2,0.8460288442770204,0.6862448480963709,False
6619,0,-0.440327089412664,False,False,-0.7098325790615434,True,0,1,2,2,0,0,2,2,0,True,1,1.1402067680977384,-0.3780537333383605,True
4648,0,2.271039016322759,True,False,-0.3023929662984406,True,2,0,2,0,0,2,2,0,0,True,1,0.15628964435838757,-0.23411632284938455,False
5295,0,2.271039016322759,True,False,-0.9950403079957154,True,2,1,0,2,0,0,0,0,0,True,1,0.526920587929123,-0.727959511909416,True
3256,0,2.271039016322759,True,True,1.1236456783724194,True,0,0,2,2,2,2,0,2,1,True,1,0.33412601638560113,0.9587222265423222,False
1128,1,2.271039016322759,False,False,-0.5876006952326126,True,2,1,0,0,0,0,2,2,0,True,2,1.0188791497987983,-0.23416044159589464,True
6187,0,-0.440327089412664,True,True,1.24587756220135,True,2,1,2,0,0,0,2,2,1,True,1,1.1584890119510036,1.7770587961836308,False
3569,1,2.271039016322759,True,True,1.368109446030281,True,2,1,0,2,2,2,2,2,1,True,2,1.451004913603243,2.114633385105133,False
2777,0,-0.440327089412664,True,True,0.06430268518835193,True,2,2,1,1,1,1,1,1,2,False,1,-1.3245721077560746,-0.6128095835182352,False
4208,0,-0.440327089412664,False,False,1.6125732136881425,True,2,1,0,0,2,2,2,2,2,True,1,1.419426492402149,2.457590461100858,False
295,0,-0.440327089412664,True,False,0.5939741817803856,True,2,1,0,0,2,0,2,2,0,True,2,1.1867433888151402,1.0693499834162248,False
832,1,-0.440327089412664,False,False,1.1236456783724194,True,2,1,0,2,0,0,2,0,0,True,0,0.8343946890976701,1.3974169824648146,False
358,1,-0.440327089412664,True,False,1.6125732136881425,False,1,0,2,2,2,0,0,0,2,False,0,-0.7544985039679034,0.2994337380696746,False
374,0,-0.440327089412664,True,True,-0.5876006952326126,True,0,0,0,0,2,2,0,0,1,True,1,-0.3456410505221597,-0.5851030107099358,False
4034,0,-0.440327089412664,False,False,-0.9542963467194051,True,2,1,0,0,0,0,2,2,0,False,2,0.9839766842607471,-0.6291555791002016,True
3600,0,-0.440327089412664,False,False,-1.1987601143772668,True,0,0,0,2,0,2,2,2,0,True,2,0.3490842159019089,-0.8996696733264564,False
6079,1,-0.440327089412664,True,False,0.5939741817803856,True,2,1,0,2,0,0,0,0,1,True,2,0.4687498120323708,0.6031251296714726,False
2376,0,-0.440327089412664,False,False,-0.05792919864057891,True,0,0,0,2,2,2,2,2,2,False,3,0.4787219450432425,0.09436980429105073,False
2210,0,-0.440327089412664,True,True,0.7162060656093164,True,0,2,1,1,1,1,1,1,2,False,0,-1.4841262359300234,-0.5966621222955638,False
5252,1,-0.440327089412664,False,False,-0.9135523854430948,True,0,1,2,0,2,0,0,0,0,True,3,0.5003282332334644,-0.6158758364006823,False
1561,1,-0.440327089412664,False,False,-1.2802480369298874,True,0,0,0,0,0,2,0,0,0,False,3,-0.5234774225493735,-0.9857232883942716,False
501,0,-0.440327089412664,True,True,0.797693988161937,True,0,2,1,1,1,1,1,1,1,True,2,-1.4758161250876303,-0.5261824247457894,False
1271,1,2.271039016322759,True,True,1.2866215234776603,True,2,1,2,0,2,2,2,2,2,True,0,1.5557123102173966,2.124626281189655,False
5686,1,-0.440327089412664,True,True,1.2051336009250397,True,2,2,1,1,1,1,1,1,2,True,0,-1.3478404181147754,-0.3788478707755411,False
3985,0,-0.440327089412664,False,True,-1.1987601143772668,True,0,0,2,0,0,2,0,2,0,True,0,-0.009912572489475751,-0.929096877248647,False
1834,0,2.271039016322759,False,False,0.9606698332671781,True,2,1,2,2,2,0,2,2,1,False,2,1.5191478225108668,1.7013069084259078,False
4540,0,-0.440327089412664,False,False,0.5532302205040753,True,0,0,0,0,0,0,0,2,1,False,1,-0.30409049631019386,0.17892338197752508,False
3961,0,-0.440327089412664,True,True,-0.9950403079957154,True,0,0,2,2,0,0,0,0,0,False,3,-0.3373309396797665,-0.7946008785128177,False
108,1,2.271039016322759,False,False,-0.09867315991688919,True,0,0,2,2,0,0,2,2,0,True,2,0.33080197204864403,-0.07588443849115852,False
2725,0,-0.440327089412664,True,True,0.512486259227765,True,2,2,1,1,1,1,1,1,1,True,1,-1.2929936865549807,-0.47061486351640547,False
4181,0,-0.440327089412664,False,True,-1.2802480369298874,True,0,1,0,0,0,0,2,0,0,True,2,0.48370801154867815,-0.9723553082017324,True
5755,0,-0.440327089412664,True,True,-0.8728084241667845,False,1,0,2,0,0,0,2,2,0,False,2,-0.47361675749501453,-0.757938200162982,False
6477,0,-0.440327089412664,True,False,-1.0357842692720256,True,0,1,0,0,2,0,0,0,0,True,0,0.3440981493964733,-0.7881374821490981,True
6978,0,-0.440327089412664,False,False,0.3902543753988342,True,0,1,0,2,2,2,2,2,0,True,0,1.2964368519347298,0.9018752216641471,False
202,0,-0.440327089412664,True,False,0.6754621043330061,True,0,2,1,1,1,1,1,1,2,True,0,-1.4841262359300234,-0.5779337144020558,False
3092,1,-0.440327089412664,False,False,-0.9542963467194051,True,2,1,0,2,0,0,2,2,0,True,1,1.1468548567716528,-0.6020225499965326,False
3367,0,-0.440327089412664,True,False,0.10504664646466222,True,0,0,2,0,0,0,2,0,1,True,0,-0.08802761440797156,-0.029934764000961456,False
1257,0,-0.440327089412664,True,True,0.6347181430566958,True,0,2,1,1,1,1,1,1,2,False,0,-1.4675060142452372,-0.5410283829464149,False
1917,0,-0.440327089412664,True,True,0.5532302205040753,True,0,2,1,1,1,1,1,1,2,True,3,-1.4907743246039378,-0.5983386346629451,False
2099,1,-0.440327089412664,True,False,-0.13941712119319946,False,1,0,0,0,0,0,2,0,0,False,3,-1.0320562061038352,-0.5620950844049546,False
3336,1,-0.440327089412664,True,True,-0.09867315991688919,True,0,1,0,2,2,0,0,0,0,False,0,0.5734572086465244,0.1265764892433733,False
1662,1,2.271039016322759,False,False,-1.2802480369298874,True,0,1,0,0,0,2,0,0,0,False,2,0.32913994988016554,-0.9744068299144488,False
5127,1,-0.440327089412664,True,True,1.368109446030281,True,2,0,2,0,2,2,2,2,2,True,3,0.6382760732171912,1.5136919388920012,False
4295,0,-0.440327089412664,False,False,1.3273654847539706,True,2,1,2,2,2,0,2,2,0,True,1,1.5374300663641316,2.128155780910457,False
6934,1,-0.440327089412664,False,False,1.6125732136881425,True,2,1,0,2,2,0,2,2,2,True,0,1.2000395661629695,2.283475827999021,False
6088,0,-0.440327089412664,False,False,-0.8320644628904743,True,2,1,2,0,0,0,0,0,0,True,2,0.47041183420084937,-0.59822833779667,True
6897,1,-0.440327089412664,True,True,1.5718292524118322,True,2,0,2,2,0,2,0,0,1,True,1,0.06820246942901982,1.0877033819643973,False
173,1,-0.440327089412664,False,False,-1.1172721918246462,True,0,2,1,1,1,1,1,1,0,False,3,-1.4542098368974081,-0.9571343406557717,True
2244,1,-0.440327089412664,False,False,0.797693988161937,True,0,2,1,1,1,1,1,1,2,False,0,-1.4558718590658866,-0.5188807721983792,False
3199,0,2.271039016322759,True,False,-0.3023929662984406,True,0,1,0,2,2,0,2,2,0,True,2,1.1202625020759949,0.10200234743728616,True
4520,1,-0.440327089412664,False,False,-1.2802480369298874,True,0,2,1,1,1,1,1,1,0,False,3,-1.4824642137615447,-0.9984515467624158,False
2569,0,-0.440327089412664,True,True,-1.2802480369298874,True,0,2,1,1,1,1,1,1,0,False,2,-1.5073945462887242,-0.998782437361241,False
5054,1,-0.440327089412664,False,False,0.22727853029359305,True,2,1,0,0,2,2,2,0,1,False,0,1.0039209502824906,0.5833819906082337,False
3826,0,2.271039016322759,True,False,1.368109446030281,False,1,0,0,2,2,0,2,0,1,False,0,-0.6398189743428778,0.3282212201674698,False
2228,1,-0.440327089412664,True,False,1.4495973685829016,True,2,1,0,2,2,2,2,2,2,True,0,1.5025276008260804,2.3508892726663486,True
4376,1,-0.440327089412664,False,False,-1.1172721918246462,False,1,0,0,0,0,0,0,0,0,False,3,-1.346178395946297,-0.963156549554391,False
4772,0,-0.440327089412664,True,True,1.6125732136881425,True,2,1,2,2,0,0,2,2,1,True,2,1.3080710071140806,2.214650583443373,False
6852,0,-0.440327089412664,False,False,-0.01718523736426863,False,1,0,2,0,0,0,0,0,1,False,3,-1.1517218022342968,-0.5980959815571398,False
6056,1,-0.440327089412664,False,False,0.4309983366751445,True,2,1,0,0,0,0,2,2,1,False,3,0.9823146620922681,0.7226648733404015,False
1965,1,-0.440327089412664,True,True,1.6125732136881425,True,0,2,1,1,1,1,1,1,2,False,1,-1.509056568457203,-0.4059147217594451,False
327,1,-0.440327089412664,True,False,0.9199258719908678,True,2,1,2,2,0,0,2,0,0,True,2,1.0620917261792426,1.303973477356569,True
3164,0,-0.440327089412664,False,False,0.797693988161937,True,0,0,2,0,2,2,0,0,1,False,1,-0.2276374765601766,0.3348390321439745,False
4045,0,-0.440327089412664,False,False,0.4309983366751445,True,0,1,0,2,2,0,2,0,0,True,2,0.8925654649944222,0.7371358221956916,False
3410,0,2.271039016322759,True,False,0.18653456901728277,True,2,1,0,0,0,0,0,0,0,True,2,0.3889727479453962,0.25802829447001063,True
3726,0,-0.440327089412664,True,True,1.2866215234776603,False,1,0,0,2,0,2,2,2,2,True,2,-0.33899296184824507,0.5030417532134674,False
2138,1,-0.440327089412664,True,True,-1.1987601143772668,True,0,1,2,2,0,0,2,0,0,False,2,0.8327326669291911,-0.897772567226525,False
6721,0,-0.440327089412664,False,False,0.1457906077409725,False,1,0,2,0,0,0,0,0,2,False,0,-1.1218054032016815,-0.5104320322417084,False
3754,0,-0.440327089412664,True,True,-0.9135523854430948,True,2,1,2,0,0,0,2,2,0,True,2,1.178433277972747,-0.5376532988383974,True
5950,0,-0.440327089412664,False,False,0.3495104141225239,True,0,2,1,1,1,1,1,1,2,False,3,-1.4675060142452372,-0.6389058220789184,False
6633,1,-0.440327089412664,True,True,-0.22090504374582004,True,2,1,0,2,0,2,0,0,0,True,1,0.6781646052606785,-0.05810458364761617,False
745,0,-0.440327089412664,True,True,0.9606698332671781,True,2,1,0,0,2,0,2,2,1,True,1,1.1634750784564392,1.4259838708300596,False
2028,0,-0.440327089412664,False,False,-1.076528230548336,True,0,2,1,1,1,1,1,1,0,False,3,-1.4658439920767583,-0.957619646867382,False
274,1,-0.440327089412664,False,False,-1.1987601143772668,True,2,1,0,0,0,0,0,0,0,True,2,0.3191678168692938,-0.9060889509436658,True
4597,0,-0.440327089412664,True,True,-1.0357842692720256,True,0,0,2,0,0,0,0,0,0,False,3,-0.46863069098957844,-0.8527935051595485,False
5120,0,-0.440327089412664,True,True,-1.1580161531009565,True,0,2,1,1,1,1,1,1,0,False,3,-1.4608579255713225,-0.9796128420026324,False
3213,1,-0.440327089412664,False,False,0.02355872391204165,True,0,1,2,0,0,2,2,0,2,True,2,0.802816267896576,0.32839769515350997,False
3071,0,2.271039016322759,False,False,-0.22090504374582004,True,2,1,0,0,2,0,0,0,0,True,2,0.44049543516823375,-0.06520770183573112,True
4784,1,-0.440327089412664,True,False,1.6125732136881425,True,2,2,1,1,1,1,1,1,2,True,0,-1.3711087284734764,-0.24677840309776344,False
2754,1,-0.440327089412664,False,False,-1.2802480369298874,True,0,2,1,1,1,1,1,1,0,False,3,-1.4974224132778524,-0.9986500811217108,False
1806,1,2.271039016322759,False,False,1.5718292524118322,False,1,0,2,2,0,0,2,2,1,True,2,-0.2774981416145356,0.7509229304800763,False
1986,0,-0.440327089412664,False,False,-0.791320501614164,True,2,1,0,0,0,0,0,2,0,True,2,0.703094937787858,-0.4710339916082507,False
4393,0,-0.440327089412664,True,True,-0.3023929662984406,False,1,0,2,2,2,0,2,2,0,True,1,-0.20603118836995443,-0.3444131891244619,True
6047,1,-0.440327089412664,False,False,1.4088534073065913,True,0,0,0,0,0,2,0,0,2,False,0,-0.47361675749501453,0.43095172141607685,False
2154,1,-0.440327089412664,False,False,-1.2802480369298874,False,1,0,0,0,0,0,0,2,0,True,2,-0.9755474523755615,-0.991723437919636,True
1631,1,-0.440327089412664,False,False,-1.2395040756535771,True,0,0,0,0,0,0,0,0,0,False,2,-0.6797075063863649,-0.9715170520180417,True
5528,0,-0.440327089412664,False,False,0.4309983366751445,True,2,2,1,1,1,1,1,1,2,True,1,-1.2996417752288951,-0.48314458752525424,False
5559,0,-0.440327089412664,False,False,-0.38388088885106114,True,0,1,2,0,0,0,0,0,0,True,0,0.3391120828910372,-0.22271162687654159,False
2650,0,-0.440327089412664,True,True,1.2866215234776603,True,0,2,1,1,1,1,1,1,2,False,3,-1.4824642137615447,-0.44363625002552154,False
4400,1,-0.440327089412664,False,True,1.0014137945434884,True,0,2,1,1,1,1,1,1,2,True,3,-1.5024084797832884,-0.4909315462842747,False
262,0,2.271039016322759,True,False,-1.2802480369298874,True,0,1,0,0,0,0,0,0,0,True,3,0.18786806555948168,-0.9762818766411252,True
2192,0,2.271039016322759,True,True,1.6125732136881425,True,2,0,2,2,2,2,2,2,2,True,1,0.7728998688639604,1.8275527015643613,False
2856,0,-0.440327089412664,False,False,-0.9950403079957154,True,2,0,2,0,0,2,0,2,0,False,2,0.21113637591818266,-0.7586882188536525,True
751,0,-0.440327089412664,True,False,1.1643896396487294,True,2,1,0,2,0,0,2,2,2,True,0,1.205025632668405,1.6270771174227807,False
1804,1,-0.440327089412664,False,False,1.2866215234776603,True,2,1,2,2,0,0,0,0,1,True,1,0.6482482062280629,1.3260990287313497,False
775,1,2.271039016322759,True,False,1.5718292524118322,True,2,2,1,1,1,1,1,1,2,False,0,-1.3578125511256471,-0.23255010734827847,False
4048,0,-0.440327089412664,True,True,1.3273654847539706,True,2,1,2,2,0,2,2,0,2,True,1,1.1385447459292597,1.8236040737517134,False
4838,1,-0.440327089412664,False,False,-1.1987601143772668,True,0,2,1,1,1,1,1,1,1,False,3,-1.5024084797832884,-0.980296682573538,False
1445,1,-0.440327089412664,False,False,-1.2802480369298874,True,0,0,0,0,0,0,0,0,0,True,2,-0.6364949300059205,-0.9872233257756128,True
4561,1,-0.440327089412664,False,True,-0.09867315991688919,True,0,0,0,2,2,0,2,0,1,False,1,-0.009912572489475751,-0.15589378528709968,False
2414,1,-0.440327089412664,True,True,-0.7098325790615434,True,0,0,0,2,2,2,0,2,0,True,3,0.15628964435838757,-0.5346752834489703,False
2656,0,-0.440327089412664,True,True,-0.9950403079957154,True,0,0,0,0,0,2,2,2,0,True,2,0.12471122315729345,-0.7583793876280823,False
2718,1,-0.440327089412664,False,False,-1.0357842692720256,True,2,1,0,0,0,0,2,2,0,False,3,1.0039209502824906,-0.718165150184189,True
1139,0,-0.440327089412664,True,True,1.5310852911355222,True,2,1,2,2,2,0,2,2,1,True,1,1.4410327805923713,2.491495717793817,False
6397,1,-0.440327089412664,True,True,1.2051336009250397,True,0,0,2,2,2,2,2,2,2,False,2,0.7080810042932936,1.2935393938069468,False
2140,0,-0.440327089412664,True,True,-1.076528230548336,True,0,2,1,1,1,1,1,1,0,False,3,-1.499084435446331,-0.9572887562685568,False
4633,0,-0.440327089412664,True,True,-0.7505765403378537,True,0,1,0,0,0,0,0,2,0,True,0,0.5352306987715161,-0.49876262378980524,False
6461,0,-0.440327089412664,False,False,-0.42462485012737144,True,2,1,0,0,0,0,2,0,0,True,0,0.6432621397226272,-0.20354203151793313,False
1891,1,-0.440327089412664,True,True,-0.42462485012737144,True,0,2,1,1,1,1,1,1,1,False,3,-1.4841262359300234,-0.822108916961822,False
4512,1,-0.440327089412664,True,True,-0.6690886177852331,True,0,0,2,0,2,0,2,0,2,False,3,-0.018222683331868918,-0.5555875692947251,False
5339,1,-0.440327089412664,False,False,-0.9135523854430948,True,2,2,1,1,1,1,1,1,2,False,0,-1.2996417752288951,-0.8963607673382041,False
6342,0,-0.440327089412664,False,True,-0.791320501614164,True,0,0,2,2,0,0,0,0,0,True,2,-0.2924563411308434,-0.6700536571150003,False
589,0,-0.440327089412664,True,False,-0.506112772679992,True,2,1,2,0,0,0,0,0,0,False,2,0.5850913638258751,-0.30483867350496424,True
3115,0,-0.440327089412664,False,False,-1.2395040756535771,True,0,1,0,0,0,0,0,0,0,True,2,0.1629377330323022,-0.9477149882758802,False
3241,1,-0.440327089412664,False,False,0.8384379494382472,True,2,0,0,2,2,2,0,2,2,True,0,0.30254759518450747,0.7389667501758579,False
2012,0,-0.440327089412664,True,True,-0.8728084241667845,True,0,2,1,1,1,1,1,1,1,False,3,-1.4691680364137156,-0.9041697854704794,False
4488,1,-0.440327089412664,True,False,1.4903413298592119,True,0,2,1,1,1,1,1,1,2,False,3,-1.4924363467724167,-0.405826484266425,False
2353,0,-0.440327089412664,False,False,-1.1580161531009565,True,0,1,0,0,0,0,0,0,0,True,0,0.2028262650757895,-0.8869193555850574,True
4249,1,-0.440327089412664,True,False,1.6125732136881425,True,2,0,2,2,2,2,2,2,2,True,0,0.8061403122335331,1.7520214075391882,False
2400,1,2.271039016322759,True,False,1.0421577558197987,False,1,0,0,2,2,0,0,2,0,True,2,-0.648129085185271,0.16231267391649837,True
794,0,-0.440327089412664,True,True,-0.6690886177852331,True,0,2,1,1,1,1,1,1,0,False,2,-1.4758161250876303,-0.8655658822742024,False
5426,1,-0.440327089412664,True,False,0.4309983366751445,True,0,1,2,0,2,2,0,0,1,True,0,0.6465861840595843,0.5541092022988282,False
1268,0,-0.440327089412664,True,False,-1.2395040756535771,True,2,1,0,0,2,2,2,2,0,True,2,1.3163811179564737,-0.9002432170310868,True
4770,1,-0.440327089412664,True,False,-0.7505765403378537,True,0,0,0,2,2,2,2,2,2,False,3,0.5701331643095673,-0.4859902466751512,False
475,0,-0.440327089412664,True,False,0.8384379494382472,True,0,1,0,0,2,0,2,2,1,True,0,0.9989348837770544,1.1986620294371253,True
4180,0,-0.440327089412664,False,False,-0.01718523736426863,True,0,2,1,1,1,1,1,1,1,False,0,-1.4708300585821945,-0.7185842782760344,False
1184,0,-0.440327089412664,True,False,0.06430268518835193,True,2,2,1,1,1,1,1,1,0,False,2,-1.3328822185984677,-0.6631490732861804,False
1816,0,2.271039016322759,False,False,-0.7098325790615434,True,2,1,0,0,0,0,0,0,0,True,3,0.32082983903777235,-0.5018950547920173,True
1397,0,2.271039016322759,False,False,-1.0357842692720256,True,0,1,2,0,0,0,0,0,0,False,0,0.38731072577691766,-0.7851815261329261,True
4201,0,-0.440327089412664,True,True,-0.7098325790615434,True,2,1,0,2,2,0,2,2,0,True,0,1.3479595391575674,-0.3194419785997844,False
2591,1,-0.440327089412664,True,False,1.1643896396487294,True,0,2,1,1,1,1,1,1,1,True,1,-1.4708300585821945,-0.4549968272518545,False
4466,0,-0.440327089412664,False,False,-1.2802480369298874,False,1,0,0,2,0,0,0,0,0,False,0,-1.1583698909082112,-0.9941499689776877,True
4653,0,-0.440327089412664,False,False,-1.2802480369298874,True,0,0,0,0,0,0,0,0,0,False,3,-0.648129085185271,-0.9873777413883978,False
6581,1,-0.440327089412664,False,False,-0.9950403079957154,True,2,1,0,0,0,0,0,2,0,False,0,0.6548962949019775,-0.7150106598087218,True
3917,1,-0.440327089412664,True,True,0.02355872391204165,True,0,0,2,0,2,0,2,2,1,False,1,0.33080197204864403,0.0750016745731473,False
1287,0,-0.440327089412664,False,False,-0.791320501614164,True,0,1,0,2,2,0,0,0,0,True,2,0.48038396721172105,-0.5169174879786829,True
692,0,-0.440327089412664,True,False,-1.2802480369298874,False,1,0,0,0,0,0,0,0,0,True,2,-1.3295581742615106,-0.9964220844229541,True
3396,1,-0.440327089412664,False,False,-0.506112772679992,True,0,0,0,2,0,0,0,0,0,True,3,-0.4320662032830487,-0.5556537474144901,False
5791,1,-0.440327089412664,False,False,-1.1987601143772668,False,1,0,0,0,0,2,0,0,0,False,2,-1.1434116913919037,-0.9711199832994515,False
